"TOA5","Pen2 Dunes CR1K","CR1000","66462","CR1000.Std.32.03","CPU:FIELD_READY_PEN_2_05252022.CR1","38252","BattMin_PTemp"
"TIMESTAMP","RECORD","batt_volt_Min","PTemp"
"TS","RN","",""
"","","Min","Smp"
"2022-05-28 06:00:00",128,12.85,6.156
"2022-05-28 06:30:00",129,12.92,5.808
"2022-05-28 07:00:00",130,13.17,7.97
"2022-05-28 07:30:00",131,13.99,9.62
"2022-05-28 08:00:00",132,14.31,12.84
"2022-05-28 08:30:00",133,14.19,15.77
"2022-05-28 09:00:00",134,14.19,16.51
"2022-05-28 09:30:00",135,14.16,17.31
"2022-05-28 10:00:00",136,13.82,17.49
"2022-05-28 10:30:00",137,13.7,18.2
"2022-05-28 11:00:00",138,13.66,18.4
"2022-05-28 11:30:00",139,13.56,20.24
"2022-05-28 12:00:00",140,13.57,19.97
"2022-05-28 12:30:00",141,13.69,20.21
"2022-05-28 13:00:00",142,13.61,20.83
"2022-05-28 13:30:00",143,13.61,20.8
"2022-05-28 14:00:00",144,13.67,19.7
"2022-05-28 14:30:00",145,13.75,19.08
"2022-05-28 15:00:00",146,13.66,19.39
"2022-05-28 15:30:00",147,13.58,20.66
"2022-05-28 16:00:00",148,13.53,21.15
"2022-05-28 16:30:00",149,13.52,20.37
"2022-05-28 17:00:00",150,13.57,18.48
"2022-05-28 17:30:00",151,13.73,16.32
"2022-05-28 18:00:00",152,13.88,15.29
"2022-05-28 18:30:00",153,13.91,14.73
"2022-05-28 19:00:00",154,13.91,13.71
"2022-05-28 19:30:00",155,14,12.93
"2022-05-28 20:00:00",156,13.82,12.49
"2022-05-28 20:30:00",157,13.45,11.77
"2022-05-28 21:00:00",158,13.09,11.33
"2022-05-28 21:30:00",159,13.04,11.08
"2022-05-28 22:00:00",160,13.02,10.45
"2022-05-28 22:30:00",161,13.01,9.48
"2022-05-28 23:00:00",162,13,8.41
"2022-05-28 23:30:00",163,12.99,7.399
"2022-05-29 00:00:00",164,12.98,6.744
"2022-05-29 00:30:00",165,12.96,5.788
"2022-05-29 01:00:00",166,12.95,5.14
"2022-05-29 01:30:00",167,12.94,4.622
"2022-05-29 02:00:00",168,12.93,3.784
"2022-05-29 02:30:00",169,12.92,3.486
"2022-05-29 03:00:00",170,12.91,2.907
"2022-05-29 03:30:00",171,12.89,2.374
"2022-05-29 04:00:00",172,12.88,2.076
"2022-05-29 04:30:00",173,12.86,1.692
"2022-05-29 05:00:00",174,12.84,1.904
"2022-05-29 05:30:00",175,12.83,1.97
"2022-05-29 06:00:00",176,12.83,1.821
"2022-05-29 06:30:00",177,12.88,2.523
"2022-05-29 07:00:00",178,13.25,4.708
"2022-05-29 07:30:00",179,14.49,7.006
"2022-05-29 08:00:00",180,14.43,8.1
"2022-05-29 08:30:00",181,14.46,8.35
"2022-05-29 09:00:00",182,14.34,9.77
"2022-05-29 09:30:00",183,13.95,10.58
"2022-05-29 10:00:00",184,13.97,8.77
"2022-05-29 10:30:00",185,14.03,7.817
"2022-05-29 11:00:00",186,14.09,7.333
"2022-05-29 11:30:00",187,14.12,6.504
"2022-05-29 12:00:00",188,14.1,6.199
"2022-05-29 12:30:00",189,14.04,6.963
"2022-05-29 13:00:00",190,14.04,7.333
"2022-05-29 13:30:00",191,13.92,8.35
"2022-05-29 14:00:00",192,13.91,9.28
"2022-05-29 14:30:00",193,13.76,10.74
"2022-05-29 15:00:00",194,13.73,11.91
"2022-05-29 15:30:00",195,13.73,11.89
"2022-05-29 16:00:00",196,13.82,12.05
"2022-05-29 16:30:00",197,13.82,12.28
"2022-05-29 17:00:00",198,13.86,11.89
"2022-05-29 17:30:00",199,13.85,12.33
"2022-05-29 18:00:00",200,13.88,11.45
"2022-05-29 18:30:00",201,14.03,10.36
"2022-05-29 19:00:00",202,14.1,9.17
"2022-05-29 19:30:00",203,14.12,8.48
"2022-05-29 20:00:00",204,13.93,8.21
"2022-05-29 20:30:00",205,13.45,7.862
"2022-05-29 21:00:00",206,13.07,7.137
"2022-05-29 21:30:00",207,13.02,6.396
"2022-05-29 22:00:00",208,13.01,5.831
"2022-05-29 22:30:00",209,12.99,5.354
"2022-05-29 23:00:00",210,12.98,4.728
"2022-05-29 23:30:00",211,12.97,4.322
"2022-05-30 00:00:00",212,12.96,4.17
"2022-05-30 00:30:00",213,12.95,3.807
"2022-05-30 01:00:00",214,12.94,3.592
"2022-05-30 01:30:00",215,12.93,2.95
"2022-05-30 02:00:00",216,12.91,2.162
"2022-05-30 02:30:00",217,12.89,1.565
"2022-05-30 03:00:00",218,12.88,1.245
"2022-05-30 03:30:00",219,12.86,1.096
"2022-05-30 04:00:00",220,12.83,1.181
"2022-05-30 04:30:00",221,12.81,1.308
"2022-05-30 05:00:00",222,12.79,1.394
"2022-05-30 05:30:00",223,12.78,1.245
"2022-05-30 06:00:00",224,12.78,1.138
"2022-05-30 06:30:00",225,12.84,1.075
"2022-05-30 07:00:00",226,13.1,1.351
"2022-05-30 07:30:00",227,13.55,1.606
"2022-05-30 08:00:00",228,13.98,1.97
"2022-05-30 08:30:00",229,14.66,2.417
"2022-05-30 09:00:00",230,14.65,2.993
"2022-05-30 09:30:00",231,14.61,3.784
"2022-05-30 10:00:00",232,14.59,4.536
"2022-05-30 10:30:00",233,14.18,5.097
"2022-05-30 11:00:00",234,14.12,5.7
"2022-05-30 11:30:00",235,14.09,6.373
"2022-05-30 12:00:00",236,14.09,6.787
"2022-05-30 12:30:00",237,14.09,7.049
"2022-05-30 13:00:00",238,14.03,7.751
"2022-05-30 13:30:00",239,13.97,8.59
"2022-05-30 14:00:00",240,13.94,9.28
"2022-05-30 14:30:00",241,13.94,9.48
"2022-05-30 15:00:00",242,13.9,9.35
"2022-05-30 15:30:00",243,13.94,7.839
"2022-05-30 16:00:00",244,14.03,6.897
"2022-05-30 16:30:00",245,14.06,7.094
"2022-05-30 17:00:00",246,14.07,7.225
"2022-05-30 17:30:00",247,14.06,7.245
"2022-05-30 18:00:00",248,14.09,6.832
"2022-05-30 18:30:00",249,14.12,6.242
"2022-05-30 19:00:00",250,14.15,5.808
"2022-05-30 19:30:00",251,14.15,5.485
"2022-05-30 20:00:00",252,14.04,5.097
"2022-05-30 20:30:00",253,13.55,4.708
"2022-05-30 21:00:00",254,13.08,4.514
"2022-05-30 21:30:00",255,13.01,4.256
"2022-05-30 22:00:00",256,13,3.913
"2022-05-30 22:30:00",257,12.98,3.698
"2022-05-30 23:00:00",258,12.97,3.612
"2022-05-30 23:30:00",259,12.96,3.612
"2022-05-31 00:00:00",260,12.95,3.463
"2022-05-31 00:30:00",261,12.94,3.185
"2022-05-31 01:00:00",262,12.93,2.971
"2022-05-31 01:30:00",263,12.92,2.822
"2022-05-31 02:00:00",264,12.91,2.736
"2022-05-31 02:30:00",265,12.9,2.609
"2022-05-31 03:00:00",266,12.88,2.395
"2022-05-31 03:30:00",267,12.84,2.119
"2022-05-31 04:00:00",268,12.81,1.755
"2022-05-31 04:30:00",269,12.78,1.48
"2022-05-31 05:00:00",270,12.75,1.373
"2022-05-31 05:30:00",271,12.74,1.457
"2022-05-31 06:00:00",272,12.73,1.735
"2022-05-31 06:30:00",273,12.76,1.841
"2022-05-31 07:00:00",274,12.79,1.821
"2022-05-31 07:30:00",275,12.9,2.033
"2022-05-31 08:00:00",276,13.13,2.395
"2022-05-31 08:30:00",277,13.7,2.801
"2022-05-31 09:00:00",278,14.14,3.122
"2022-05-31 09:30:00",279,14.61,3.4
"2022-05-31 10:00:00",280,14.6,3.612
"2022-05-31 10:30:00",281,14.61,3.698
"2022-05-31 11:00:00",282,14.59,3.698
"2022-05-31 11:30:00",283,14.2,3.079
"2022-05-31 12:00:00",284,14.14,2.93
"2022-05-31 12:30:00",285,14.13,3.4
"2022-05-31 13:00:00",286,14.1,3.913
"2022-05-31 13:30:00",287,13.99,4.728
"2022-05-31 14:00:00",288,13.94,5.44
"2022-05-31 14:30:00",289,13.95,5.591
"2022-05-31 15:00:00",290,14.02,5.16
"2022-05-31 15:30:00",291,14.07,4.902
"2022-05-31 16:00:00",292,14.09,4.794
"2022-05-31 16:30:00",293,14.11,4.923
"2022-05-31 17:00:00",294,14.11,4.988
"2022-05-31 17:30:00",295,14.11,5.117
"2022-05-31 18:00:00",296,14.11,5.42
"2022-05-31 18:30:00",297,14.12,5.397
"2022-05-31 19:00:00",298,14.15,5.051
"2022-05-31 19:30:00",299,14.18,4.751
"2022-05-31 20:00:00",300,13.76,4.408
"2022-05-31 20:30:00",301,13.26,3.678
"2022-05-31 21:00:00",302,13.02,3.036
"2022-05-31 21:30:00",303,12.99,2.438
"2022-05-31 22:00:00",304,12.97,2.011
"2022-05-31 22:30:00",305,12.96,2.011
"2022-05-31 23:00:00",306,12.96,2.011
"2022-05-31 23:30:00",307,12.95,1.861
"2022-06-01 00:00:00",308,12.94,1.5
"2022-06-01 00:30:00",309,12.93,1.053
"2022-06-01 01:00:00",310,12.92,0.608
"2022-06-01 01:30:00",311,12.91,-0.33
"2022-06-01 02:00:00",312,12.89,-0.5
"2022-06-01 02:30:00",313,12.88,-0.606
"2022-06-01 03:00:00",314,12.86,-0.798
"2022-06-01 03:30:00",315,12.84,-0.649
"2022-06-01 04:00:00",316,12.81,-0.35
"2022-06-01 04:30:00",317,12.78,0.246
"2022-06-01 05:00:00",318,12.76,0.671
"2022-06-01 05:30:00",319,12.75,0.565
"2022-06-01 06:00:00",320,12.75,0.309
"2022-06-01 06:30:00",321,12.8,0.714
"2022-06-01 07:00:00",322,13.24,2.139
"2022-06-01 07:30:00",323,14.61,4.322
"2022-06-01 08:00:00",324,14.51,5.851
"2022-06-01 08:30:00",325,14.43,8.21
"2022-06-01 09:00:00",326,13.99,10.31
"2022-06-01 09:30:00",327,13.88,12.02
"2022-06-01 10:00:00",328,13.85,13.4
"2022-06-01 10:30:00",329,13.82,14.44
"2022-06-01 11:00:00",330,13.79,15
"2022-06-01 11:30:00",331,13.76,15.92
"2022-06-01 12:00:00",332,13.72,16.29
"2022-06-01 12:30:00",333,13.69,16.41
"2022-06-01 13:00:00",334,13.66,16.44
"2022-06-01 13:30:00",335,13.6,17.41
"2022-06-01 14:00:00",336,13.54,17.24
"2022-06-01 14:30:00",337,13.55,16.76
"2022-06-01 15:00:00",338,13.5,17.24
"2022-06-01 15:30:00",339,13.49,17.41
"2022-06-01 16:00:00",340,13.55,16.59
"2022-06-01 16:30:00",341,13.55,16.81
"2022-06-01 17:00:00",342,13.55,16.71
"2022-06-01 17:30:00",343,13.61,15.6
"2022-06-01 18:00:00",344,13.73,14.66
"2022-06-01 18:30:00",345,13.77,14.44
"2022-06-01 19:00:00",346,13.78,14.42
"2022-06-01 19:30:00",347,13.82,14.21
"2022-06-01 20:00:00",348,13.67,13.56
"2022-06-01 20:30:00",349,13.26,11.77
"2022-06-01 21:00:00",350,13.07,9.68
"2022-06-01 21:30:00",351,13.04,8.59
"2022-06-01 22:00:00",352,13.02,7.95
"2022-06-01 22:30:00",353,13.01,7.751
"2022-06-01 23:00:00",354,13,6.875
"2022-06-01 23:30:00",355,12.98,6.134
"2022-06-02 00:00:00",356,12.97,5.614
"2022-06-02 00:30:00",357,12.96,5.311
"2022-06-02 01:00:00",358,12.95,4.902
"2022-06-02 01:30:00",359,12.93,4.408
"2022-06-02 02:00:00",360,12.92,3.612
"2022-06-02 02:30:00",361,12.91,3.142
"2022-06-02 03:00:00",362,12.89,2.865
"2022-06-02 03:30:00",363,12.88,2.652
"2022-06-02 04:00:00",364,12.85,2.523
"2022-06-02 04:30:00",365,12.83,2.182
"2022-06-02 05:00:00",366,12.81,1.798
"2022-06-02 05:30:00",367,12.8,1.606
"2022-06-02 06:00:00",368,12.8,1.5
"2022-06-02 06:30:00",369,12.88,2.395
"2022-06-02 07:00:00",370,13.57,3.935
"2022-06-02 07:30:00",371,14.09,5.591
"2022-06-02 08:00:00",372,14.43,8.92
"2022-06-02 08:30:00",373,14.31,12.16
"2022-06-02 09:00:00",374,14.24,13.68
"2022-06-02 09:30:00",375,13.78,15
"2022-06-02 10:00:00",376,13.73,15.53
"2022-06-02 10:30:00",377,13.7,15.77
"2022-06-02 11:00:00",378,13.65,16.51
"2022-06-02 11:30:00",379,13.63,17.69
"2022-06-02 12:00:00",380,13.57,18.35
"2022-06-02 12:30:00",381,13.57,18.77
"2022-06-02 13:00:00",382,13.57,18.71
"2022-06-02 13:30:00",383,13.55,19.44
"2022-06-02 14:00:00",384,13.51,20.26
"2022-06-02 14:30:00",385,13.42,20.91
"2022-06-02 15:00:00",386,13.46,20.15
"2022-06-02 15:30:00",387,13.39,21.1
"2022-06-02 16:00:00",388,13.39,21.81
"2022-06-02 16:30:00",389,13.39,21.45
"2022-06-02 17:00:00",390,13.39,21.23
"2022-06-02 17:30:00",391,13.42,21.04
"2022-06-02 18:00:00",392,13.46,20.72
"2022-06-02 18:30:00",393,13.52,19.39
"2022-06-02 19:00:00",394,13.64,18.58
"2022-06-02 19:30:00",395,13.7,17.64
"2022-06-02 20:00:00",396,13.75,16.27
"2022-06-02 20:30:00",397,13.45,15.02
"2022-06-02 21:00:00",398,13.1,13.4
"2022-06-02 21:30:00",399,13.05,11.63
"2022-06-02 22:00:00",400,13.03,10.77
"2022-06-02 22:30:00",401,13.02,11.08
"2022-06-02 23:00:00",402,13.01,11.36
"2022-06-02 23:30:00",403,12.99,11.11
"2022-06-03 00:00:00",404,12.98,10.77
"2022-06-03 00:30:00",405,12.97,10.52
"2022-06-03 01:00:00",406,12.96,9.97
"2022-06-03 01:30:00",407,12.95,8.86
"2022-06-03 02:00:00",408,12.94,7.97
"2022-06-03 02:30:00",409,12.92,7.114
"2022-06-03 03:00:00",410,12.91,6.373
"2022-06-03 03:30:00",411,12.88,5.896
"2022-06-03 04:00:00",412,12.87,5.268
"2022-06-03 04:30:00",413,12.85,4.771
"2022-06-03 05:00:00",414,12.82,4.365
"2022-06-03 05:30:00",415,12.81,3.807
"2022-06-03 06:00:00",416,12.81,3.463
"2022-06-03 06:30:00",417,12.89,3.569
"2022-06-03 07:00:00",418,13.3,5.031
"2022-06-03 07:30:00",419,13.85,6.156
"2022-06-03 08:00:00",420,14.46,8.06
"2022-06-03 08:30:00",421,14.31,10.86
"2022-06-03 09:00:00",422,14.25,12.72
"2022-06-03 09:30:00",423,13.79,14.49
"2022-06-03 10:00:00",424,13.73,15.9
"2022-06-03 10:30:00",425,13.65,17.74
"2022-06-03 11:00:00",426,13.62,19.7
"2022-06-03 11:30:00",427,13.57,20.83
"2022-06-03 12:00:00",428,13.53,22.87
"2022-06-03 12:30:00",429,13.5,23.99
"2022-06-03 13:00:00",430,13.45,24.1
"2022-06-03 13:30:00",431,13.43,25.04
"2022-06-03 14:00:00",432,13.41,24.36
"2022-06-03 14:30:00",433,13.42,22.9
"2022-06-03 15:00:00",434,13.45,22.84
"2022-06-03 15:30:00",435,13.4,23.07
"2022-06-03 16:00:00",436,13.39,23.7
"2022-06-03 16:30:00",437,13.42,23.21
"2022-06-03 17:00:00",438,13.49,22.17
"2022-06-03 17:30:00",439,13.61,20.21
"2022-06-03 18:00:00",440,13.73,19.81
"2022-06-03 18:30:00",441,13.73,19.94
"2022-06-03 19:00:00",442,13.73,19.28
"2022-06-03 19:30:00",443,13.79,18.05
"2022-06-03 20:00:00",444,13.78,16.91
"2022-06-03 20:30:00",445,13.33,15.73
"2022-06-03 21:00:00",446,13.08,14.59
"2022-06-03 21:30:00",447,13.05,13.19
"2022-06-03 22:00:00",448,13.03,11.91
"2022-06-03 22:30:00",449,13.02,11.68
"2022-06-03 23:00:00",450,13.01,11.98
"2022-06-03 23:30:00",451,12.99,11.31
"2022-06-04 00:00:00",452,12.98,10.88
"2022-06-04 00:30:00",453,12.98,11.38
"2022-06-04 01:00:00",454,12.96,10.65
"2022-06-04 01:30:00",455,12.95,9.08
"2022-06-04 02:00:00",456,12.94,8.17
"2022-06-04 02:30:00",457,12.92,7.686
"2022-06-04 03:00:00",458,12.91,7.774
"2022-06-04 03:30:00",459,12.89,7.686
"2022-06-04 04:00:00",460,12.87,7.686
"2022-06-04 04:30:00",461,12.85,8.55
"2022-06-04 05:00:00",462,12.83,8.44
"2022-06-04 05:30:00",463,12.82,7.95
"2022-06-04 06:00:00",464,12.82,7.311
"2022-06-04 06:30:00",465,12.9,7.751
"2022-06-04 07:00:00",466,13.34,9.32
"2022-06-04 07:30:00",467,14.12,11.52
"2022-06-04 08:00:00",468,14.25,14.06
"2022-06-04 08:30:00",469,14.19,16.12
"2022-06-04 09:00:00",470,13.79,17.39
"2022-06-04 09:30:00",471,13.64,18.77
"2022-06-04 10:00:00",472,13.57,19.49
"2022-06-04 10:30:00",473,13.58,20.31
"2022-06-04 11:00:00",474,13.53,21.64
"2022-06-04 11:30:00",475,13.54,21.4
"2022-06-04 12:00:00",476,13.51,21.97
"2022-06-04 12:30:00",477,13.51,22.92
"2022-06-04 13:00:00",478,13.43,24.36
"2022-06-04 13:30:00",479,13.43,24.04
"2022-06-04 14:00:00",480,13.39,24.84
"2022-06-04 14:30:00",481,13.36,25.43
"2022-06-04 15:00:00",482,13.4,24.51
"2022-06-04 15:30:00",483,13.45,23.78
"2022-06-04 16:00:00",484,13.55,22.42
"2022-06-04 16:30:00",485,13.66,18.07
"2022-06-04 17:00:00",486,13.79,17.77
"2022-06-04 17:30:00",487,13.73,18.51
"2022-06-04 18:00:00",488,13.61,20.24
"2022-06-04 18:30:00",489,13.61,20.4
"2022-06-04 19:00:00",490,13.67,19.6
"2022-06-04 19:30:00",491,13.69,18.25
"2022-06-04 20:00:00",492,13.8,17.26
"2022-06-04 20:30:00",493,13.38,16.61
"2022-06-04 21:00:00",494,13.08,16.07
"2022-06-04 21:30:00",495,13.05,15.82
"2022-06-04 22:00:00",496,13.03,15.19
"2022-06-04 22:30:00",497,13.02,14.35
"2022-06-04 23:00:00",498,13.01,13.97
"2022-06-04 23:30:00",499,13,13.59
"2022-06-05 00:00:00",500,12.99,13.45
"2022-06-05 00:30:00",501,12.98,13.28
"2022-06-05 01:00:00",502,12.97,13
"2022-06-05 01:30:00",503,12.96,12.95
"2022-06-05 02:00:00",504,12.95,13.19
"2022-06-05 02:30:00",505,12.93,12.93
"2022-06-05 03:00:00",506,12.92,12.23
"2022-06-05 03:30:00",507,12.91,12.14
"2022-06-05 04:00:00",508,12.89,12.02
"2022-06-05 04:30:00",509,12.87,11.59
"2022-06-05 05:00:00",510,12.86,10.93
"2022-06-05 05:30:00",511,12.84,10.11
"2022-06-05 06:00:00",512,12.84,9.55
"2022-06-05 06:30:00",513,12.92,9.79
"2022-06-05 07:00:00",514,13.55,10.99
"2022-06-05 07:30:00",515,14.2,12.53
"2022-06-05 08:00:00",516,14.29,13.82
"2022-06-05 08:30:00",517,14.22,15.29
"2022-06-05 09:00:00",518,13.95,16.17
"2022-06-05 09:30:00",519,13.79,16.32
"2022-06-05 10:00:00",520,13.73,17.44
"2022-06-05 10:30:00",521,13.68,18.1
"2022-06-05 11:00:00",522,13.66,19.1
"2022-06-05 11:30:00",523,13.66,19.05
"2022-06-05 12:00:00",524,13.63,19.76
"2022-06-05 12:30:00",525,13.62,20
"2022-06-05 13:00:00",526,13.6,20.58
"2022-06-05 13:30:00",527,13.56,21.12
"2022-06-05 14:00:00",528,13.54,21.34
"2022-06-05 14:30:00",529,13.54,21.51
"2022-06-05 15:00:00",530,13.54,21.04
"2022-06-05 15:30:00",531,13.58,21.18
"2022-06-05 16:00:00",532,13.52,21.89
"2022-06-05 16:30:00",533,13.52,21.81
"2022-06-05 17:00:00",534,13.54,21.15
"2022-06-05 17:30:00",535,13.6,20.26
"2022-06-05 18:00:00",536,13.73,19.31
"2022-06-05 18:30:00",537,13.78,17.69
"2022-06-05 19:00:00",538,13.79,17.29
"2022-06-05 19:30:00",539,13.82,16.69
"2022-06-05 20:00:00",540,13.7,15.87
"2022-06-05 20:30:00",541,13.4,15
"2022-06-05 21:00:00",542,13.08,14.23
"2022-06-05 21:30:00",543,13.04,13.23
"2022-06-05 22:00:00",544,13.03,11.96
"2022-06-05 22:30:00",545,13.02,10.88
"2022-06-05 23:00:00",546,13.01,10.09
"2022-06-05 23:30:00",547,13,9.91
"2022-06-06 00:00:00",548,12.99,9.95
"2022-06-06 00:30:00",549,12.97,8.77
"2022-06-06 01:00:00",550,12.96,8.3
"2022-06-06 01:30:00",551,12.95,8.48
"2022-06-06 02:00:00",552,12.94,8.57
"2022-06-06 02:30:00",553,12.92,8.48
"2022-06-06 03:00:00",554,12.91,8.44
"2022-06-06 03:30:00",555,12.89,8.48
"2022-06-06 04:00:00",556,12.88,9.3
"2022-06-06 04:30:00",557,12.86,10.04
"2022-06-06 05:00:00",558,12.84,9.08
"2022-06-06 05:30:00",559,12.82,9.01
"2022-06-06 06:00:00",560,12.82,8.66
