Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo,comment
1,10:52:15,6352.499999,0,-1.147884805,0.04455532,422.7117559,1,0,48.32950974,220.05867,0,0,0,0.780378979,NA,NA,0.276498563,0.87,0.92,0,0.87,-0.709612105,NA,1,NA,0,0.5,NA,1.282546485,2.178616492,24.03121758,2,4.644859791,1,9.289719582,24.57479477,24.03121758,24.15236092,399.9311829,400.3531494,9.798648834,10.64262867,24.41304779,26.51579857,300.693634,2.307207346,402.3538208,77.23457336,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.50346817,0.001282546,297.1812176,297.7247948,0.369153167,-0.191142186,3.000595376,38.85041693,28.20778826,24.30300617,3.049923428,0.044342644,0.821978885,2.227944543,0.027733182,32.64796212,1.05584721,25.90688371,400.5199623,-7.42488e-4,171.7291603,2.007270391,0,0,1.281428673,24_light
2,11:02:47,6984.499999,0,3.133330743,0.043118212,264.9488592,2,1,48.32950974,220.05867,59.7512207,177.1832123,63.58321381,0.780378979,0.662771546,0.641144254,0.276498563,0.87,0.92,9.709600449,0.8748548,0.006500234,0.967368406,0.267457675,0.241983748,502.365448,0.5,140.8904316,1.274774731,2.237850943,23.99448395,2,4.644859791,1,9.289719582,23.68498993,23.99448395,22.98012924,399.8297729,397.4085083,8.952389717,9.792058945,23.52322197,25.72953033,300.6641235,502.365448,392.5173035,77.21882629,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503320618,0.001274775,297.1444839,296.8349899,80.37846988,0.078967397,2.993982242,38.77269813,28.98063919,23.83973694,2.966262939,0.042919004,0.756131299,2.21013164,0.026842204,20.45903993,0.666691461,23.74880148,396.9531666,0.0018746,171.7291603,439.4968236,117.4319916,0.881619979,0.249669058,24_light
3,11:05:20,7137.499999,0,4.14208147,0.042514762,225.5597044,3,2,48.32950974,220.05867,55.71362305,165.9675598,64.1386261,0.780378979,0.664310163,0.613547213,0.276498563,0.87,0.92,9.8670187,0.874933509,0.006328197,0.923585467,0.329131369,0.325913753,698.1680298,0.5,187.3928428,1.255783142,2.235799718,23.97561455,2,4.644859791,1,9.289719582,23.64486313,23.97561455,22.9810791,399.904541,396.8180542,8.94728756,9.77438736,23.56744003,25.74604607,300.6913147,698.1680298,266.0357971,77.22125244,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503456573,0.001255783,297.1256145,296.7948631,111.7068823,0.200958835,2.990590151,38.72755306,28.9531657,23.81023884,2.961004588,0.042321078,0.754790434,2.206214154,0.026468007000000002,17.41800287,0.568420973,23.72980815,396.2161189,0.002480737,171.7291603,610.8506044,110.2539368,0.86561222,0.314979181,24_light
4,11:07:53,7290.499999,0,4.811763846,0.043479479,204.2265188,4,3,48.32950974,220.05867,48.16577148,113.568985,60.03388596,0.780378979,0.575889742,0.471388373,0.276498563,0.87,0.92,9.788665771,0.874894333,0.004719025,0.818539276,0.619511835,0.9376652,1098.486694,0.5,226.5162038,1.300358596,2.263572647,24.14421463,2,4.644859791,1,9.289719582,23.63346481,24.14421463,22.98081207,399.9759827,396.4330139,8.952256203,9.80859375,23.5971489,25.85435867,300.7234497,1098.486694,406.9298401,77.22265625,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503617249,0.001300359,297.2942146,296.7834648,175.7578672,0.43037091,3.02101831,39.12088054,29.31228679,23.88883972,2.975034145,0.043276926,0.757445663,2.217588481,0.027066204,15.77091426,0.51516022,23.55128619,395.7337591,0.002863623,171.7291603,961.0597836,65.4032135,0.820593649,0.62010252,24_light
5,11:10:26,7443.499999,0,5.715552954,0.044814147,177.4157017,5,4,48.32950974,220.05867,45.68334961,91.16556549,58.53881836,0.780378979,0.498896877,0.357884547,0.276498563,0.87,0.92,9.754099846,0.87487705,0.004146399,0.717351749,0.739170567,1.413835409,1499.35791,0.5,234.7282119,1.34089688,2.264924311,24.16516495,2,4.644859791,1,9.289719582,22.7254734,24.16516495,21.49688911,400.2611084,396.1061707,8.956882477,9.839993477,24.94207001,27.40125275,300.687561,1499.35791,398.9133911,77.22503662,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503437805,0.001340897,297.3151649,295.8754734,239.8972603,0.628782606,3.024818167,39.16887967,29.3288862,23.44531918,2.896624711,0.044598999,0.759893857,2.136730854,0.027893624,13.70093406,0.447899364,23.6095449,395.2755755,0.003413861,171.7291603,1311.753825,45.48221588,0.76166553,0.750560384,24_light
6,11:13:00,7597.499999,0,5.612620332,0.047811395,193.0349476,6,5,48.32950974,220.05867,43.97021484,85.09277344,58.85548019,0.780378979,0.483267344,0.308337503,0.276498563,0.87,0.92,9.9796772,0.874989839,0.003387925,0.63802677,0.76646647,1.586102922,1800.068359,0.5,242.8221848,1.430206001,2.266052727,24.03427124,2,4.644859791,1,9.289719582,22.50444031,24.03427124,21.49267769,399.9514771,395.8424377,8.575695038,9.517767906,24.20589066,26.86499977,300.7397156,1800.068359,391.6951904,77.23375702,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503698578,0.001430206,297.1842712,295.6544403,288.0109311,0.793848343,3.001145701,38.857953,29.3401851,23.26935577,2.866020815,0.047566584,0.735092974,2.130927841,0.029751013,14.90881424,0.48765602,23.01834154,395.0268009,0.003270492,171.7291603,1575.041523,41.12255859,0.713682372,0.785922999,24_light
7,11:15:42,7759.499999,0,5.182885008,0.050154156,215.7225081,7,6,48.32950974,220.05867,48.25317383,102.8484955,60.93955231,0.780378979,0.530832477,0.407482316,0.276498563,0.87,0.92,9.816422462,0.874908211,0.00431068,0.767628835,0.682225989,1.139639175,1300.928711,0.5,231.8968031,1.472664333,2.22545722,23.81315804,2,4.644859791,1,9.289719582,23.47500992,23.81315804,23.13230515,400.1070557,396.2717285,8.560251236,9.530399323,22.78363609,25.36574364,300.7023926,1300.928711,395.1009521,77.23363495,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503511963,0.001472664,296.963158,296.6250099,208.1485891,0.532652818,2.961524602,38.34501126,28.81461194,23.64408398,2.931537699,0.049884834,0.736067382,2.195470317,0.031202107,16.66103344,0.544380264,23.42483019,395.5185417,0.003069596,171.7291603,1138.193211,54.59532166,0.768703647,0.682529248,24_light
8,11:18:33,7930.499999,0,5.265300524,0.052113827,219.0606658,8,7,48.32950974,220.05867,51.33056641,125.9533005,63.92198563,0.780378979,0.592463507,0.49249455600000003,0.276498563,0.87,0.92,9.728645325,0.874864323,0.005712997,0.831265641,0.557733819,0.747144928,998.1403198,0.5,215.0323219,1.548760072,2.252597558,23.96490288,2,4.644859791,1,9.289719582,24.1818943,23.96490288,23.84534645,400.1003723,396.1904297,8.509814262,9.530047417,21.70741463,24.30989647,300.7156372,998.1403198,390.5967712,77.23660278,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503578186,0.00154876,297.1149029,297.3318943,159.7024476,0.358622759,2.988666045,38.69494433,29.16489691,24.07339859,3.008204951,0.051823108,0.736068487,2.272136464,0.032415437,16.91950163,0.552917611,23.1972185,395.425266,0.003088835,171.7291603,873.2373548,74.62273407,0.799127616,0.547987129,24_light
9,11:21:07,8084.499999,0,4.456150398,0.052544771,244.9388362,9,8,48.32950974,220.05867,54.90283203,146.5732422,65.02909088,0.780378979,0.625423909,0.556337228,0.276498563,0.87,0.92,9.73944664,0.874869723,0.005973368,0.889536233,0.44494599,0.501356365,799.7927246,0.5,194.638596,1.560602288,2.25127272,23.94154739,2,4.644859791,1,9.289719582,24.37241173,23.94154739,24.03565216,399.9791565,396.6038818,8.465465546,9.493516922,21.34775543,23.94024086,300.7216797,799.7927246,380.0454712,77.23184204,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503608398,0.001560602,297.0915474,297.5224117,127.9668331,0.244632178,2.984474519,38.64305758,29.14954066,24.15697956,3.023333048,0.052249237,0.733201799,2.290131249,0.032682197,18.91707751,0.617590617,23.14161485,395.9563054,0.002604391,171.7291603,699.7144397,91.67041016,0.830018865,0.427914675,24_light
10,11:24:26,8283.499999,0,3.034497761,0.05170714,287.3251266,10,9,48.32950974,220.05867,60.25830078,174.9842377,63.22161865,0.780378979,0.655635836,0.638701065,0.276498563,0.87,0.92,9.68478775,0.874842394,0.007912614,0.974170463,0.282067135,0.257591386,398.4229431,0.5,111.3119535,1.524738907,2.234880334,23.91861343,2,4.644859791,1,9.289719582,25.0970192,23.91861343,25.0457325,400.3346863,397.9126892,8.647989273,9.652399063,20.88447571,23.31007767,300.6783752,398.4229431,385.4093933,77.23295593,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503391876,0.001524739,297.0686134,298.2470192,63.74766947,0.037822946,2.980363646,38.58927332,28.93687426,24.50781631,3.087562236,0.051420928,0.745483311,2.342078925,0.032163672,22.19096884,0.722080834,23.58504449,397.4717101,0.0018006,171.7291603,348.5572813,114.7259369,0.882419637,0.262473958,24_light
11,11:42:49,9386.499999,0,-2.304756219,0.100953756,418.6222869,11,9,183.3020477,816.1975708,0,0,0,0.775419513,NA,NA,-2.614896522,0.87,0.92,0,0.87,0.163270653,NA,1,NA,398.4229431,0.5,NA,2.883701433,2.175426049,23.88666725,2,4.644859791,1,9.289719582,24.56933022,23.88666725,24.26177406,399.8862,400.6506348,8.451025009,10.34904957,21.06012917,25.79004478,300.71875,2.183387518,450.8083191,77.22637177,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.50359375,0.002883701,297.0366673,297.7193302,0.349341995,-0.455034014,2.974645599,38.51852069,28.16947112,24.22799873,3.036239696,0.09986846,0.799219549,2.237020146,0.062514395,32.32868036,1.044856168,25.8419651,400.9855664,-0.001485326,632.8955231,1.899547141,0,0,1.289624497,23_light
12,11:50:42,9859.499999,0,6.739204891,0.098281318,268.6438327,12,10,183.3020477,816.1975708,217.9057617,651.5280151,248.6623535,0.775419513,0.665546597,0.618339737,-2.614896522,0.87,0.92,9.892632484,0.874946316,0.021440902,0.929070541,0.275232843,0.25274363,498.6290894,0.5,134.8826778,2.844333818,2.201906621,24.06897926,2,4.644859791,1,9.289719582,24.29609108,24.06897926,23.8768692,400.0804749,394.8513794,8.562870026,10.43485451,21.68152046,26.42145729,300.7133484,498.6290894,461.3210144,77.19324493,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503566742,0.002844334,297.2189793,297.4460911,79.78065251,-0.16460573,3.007406901,38.95945693,28.52460242,24.18253517,3.027971854,0.097252429,0.80550028,2.222471574,0.060874377,20.73748917,0.68036696,25.7157579,393.8720251,0.004400002,632.8955231,436.2736849,433.6222534,0.860408627,0.260184422,23_light
13,11:53:23,10020.5,0,8.258521075,0.098463061,243.4211461,13,11,183.3020477,816.1975708,202.9401855,554.3414917,236.9849396,0.775419513,0.633907639,0.572492871,-2.614896522,0.87,0.92,9.933041573,0.874966521,0.017729961,0.903117167,0.426992133,0.472373227,700.9174194,0.5,175.5490067,2.850969091,2.202893138,24.08906746,2,4.644859791,1,9.289719582,23.9817524,24.08906746,23.40773773,399.9699097,393.7307434,8.592933655,10.46921349,22.17167282,27.01289177,300.714386,700.9174194,468.5334778,77.19231415,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.50357193,0.002850969,297.2390675,297.1317524,112.1467846,-0.056526643,3.011035954,39.00693984,28.53772635,24.03540993,3.001350935,0.097430383,0.808142816,2.193208118,0.060985934,18.79024158,0.61824267,25.77037019,392.5305992,0.005421874,632.8955231,613.2792758,351.4013062,0.855317561,0.413742979,23_light
14,11:56:03,10180.5,0,9.76023942,0.100769318,222.1332518,14,12,183.3020477,816.1975708,185.3972168,398.7861328,225.864212,0.775419513,0.535096129,0.433620697,-2.614896522,0.87,0.92,9.873936653,0.874936968,0.012853518,0.810360369,0.66171719,1.046704997,1100.401611,0.5,208.7411116,2.907961609,2.196325643,24.08457184,2,4.644859791,1,9.289719582,23.70540619,24.08457184,23.0950985,400.1254272,392.8742371,8.628473282,10.54211712,22.64002037,27.66117668,300.7148438,1100.401611,476.8287964,77.20439911,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503574219,0.002907962,297.2345718,296.8554062,176.0642539,0.16635747,3.010223461,38.99031008,28.44819296,23.89498901,2.976134186,0.099687963,0.813897817,2.162236369,0.062401236,17.14966422,0.565405493,25.98774129,391.4558602,0.00647957,632.8955231,962.7820498,213.388916,0.80248117,0.659526609,23_light
15,11:59:21,10378.5,0,10.65890377,0.105051707,213.9368919,15,13,183.3020477,816.1975708,177.4360352,343.506012,224.1387177,0.775419513,0.483455809,0.347496958,-2.614896522,0.87,0.92,9.847345352,0.874923673,0.010106513,0.718777088,0.740012559,1.376079435,1501.148926,0.5,228.1996421,3.04000619,2.204072983,24.00522041,2,4.644859791,1,9.289719582,23.13686371,24.00522041,22.35225677,399.8954163,392.0141907,8.255055428,10.25606728,22.41687202,27.85068512,300.7306213,1501.148926,463.407959,77.20706177,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503653107,0.003040006,297.1552204,296.2868637,240.1838228,0.368117701,2.995913803,38.8036241,28.54755682,23.57104206,2.918665373,0.103877026,0.79184082,2.126824553,0.065027667,16.51743883,0.545737621,25.42400373,390.4652182,0.006940234,632.8955231,1313.390731,166.0699768,0.745095759,0.74687139,23_light
16,12:01:54,10531.5,0,10.81392569,0.107504578,215.2199379,16,14,183.3020477,816.1975708,176.0712891,310.3947144,224.6851807,0.775419513,0.432750363,0.276130777,-2.614896522,0.87,0.92,9.818835258,0.874909418,0.008532737,0.638083294,0.790161052,1.62954726,1798.814941,0.5,217.2873269,3.113302294,2.206108898,24.05148315,2,4.644859791,1,9.289719582,23.1068306,24.05148315,22.35309601,399.970459,391.9658508,8.288085938,10.33750153,22.54782486,28.12328148,300.6826477,1798.814941,457.065155,77.20824432,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503413239,0.003113302,297.2014832,296.2568306,287.8103842,0.534446187,3.004249241,38.91099024,28.57348871,23.57915688,2.920093018,0.106274722,0.798140344,2.121952675,0.066531112,16.61675355,0.549078287,25.57445074,390.3943503,0.007084124,632.8955231,1573.800133,134.3234253,0.674386146,0.799188552,23_light
17,12:04:30,10687.5,0,10.42028736,0.105194799,218.124468,17,15,183.3020477,816.1975708,180.8510742,365.0293579,224.9989014,0.775419513,0.504557455,0.38361423100000003,-2.614896522,0.87,0.92,9.924730301,0.874962365,0.011457255,0.760298412,0.710113639,1.235977883,1300.310913,0.5,218.2233885,3.009165258,2.178977005,23.88115692,2,4.644859791,1,9.289719582,23.52630615,23.88115692,23.02324295,399.9724121,392.2561951,8.31230545,10.29326057,22.04699326,27.30114174,300.6823425,1300.310913,474.0064392,77.20423126,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503411713,0.003009165,297.0311569,296.6763062,208.0497414,0.272616302,2.973660275,38.51680441,28.22354384,23.70373154,2.942086309,0.104016933,0.79468327,2.147403039,0.065115391,16.84013187,0.556076541,25.73203524,390.7418988,0.006862208,632.8955231,1137.723112,184.1782837,0.770552629,0.71286365,23_light
18,12:07:04,10841.5,0,9.797207386,0.103367946,225.2126877,18,16,183.3020477,816.1975708,188.0673828,420.424469,229.2721252,0.775419513,0.552672604,0.454665125,-2.614896522,0.87,0.92,9.822015762,0.874911008,0.014200083,0.822666297,0.630081326,0.941365527,999.0578613,0.5,198.708374,2.967381835,2.185945254,23.91611671,2,4.644859791,1,9.289719582,23.92856598,23.91611671,23.52561569,399.9206543,392.6297302,8.331880569,10.28516197,21.56788635,26.62414742,300.7105713,999.0578613,479.3179626,77.19578552,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503552856,0.002967382,297.0661167,297.078566,159.8492542,0.111299935,2.979916412,38.60206087,28.3168989,23.92234135,2.981031531,0.102230414,0.793971158,2.187060373,0.063995244,17.38547034,0.573600699,25.63354883,391.2059811,0.006419564,632.8955231,874.0867204,232.3570862,0.806133569,0.62533718,23_light
19,12:09:41,10998.5,0,8.960133175,0.101588623,236.4130896,19,17,183.3020477,816.1975708,195.0466309,472.2498169,234.3216858,0.775419513,0.586984211,0.503818366,-2.614896522,0.87,0.92,9.854513168,0.874927257,0.016570904,0.858316726,0.553726529,0.72831739,798.3695679,0.5,175.9624175,2.905008867,2.177605372,23.86547279,2,4.644859791,1,9.289719582,24.04275131,23.86547279,23.68224144,400.1176758,393.3976135,8.361580849,10.27401829,21.50061989,26.41818047,300.6804504,798.3695679,465.8356934,77.2095108,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503402252,0.002905009,297.0154728,297.1927513,127.739128,0.006234845,2.970857298,38.47786713,28.20384884,23.95411205,2.986728815,0.100489708,0.793251926,2.193476889,0.062903882,18.253339,0.600952018,25.68244757,392.0955097,0.005868931,632.8955231,698.5152958,277.203186,0.823429548,0.543451077,23_light
20,12:15:14,11331.5,0,6.181653659,0.095713217,275.145208,20,18,183.3020477,816.1975708,222.8068848,690.6472778,240.33255,0.775419513,0.677394103,0.652018392,-2.614896522,0.87,0.92,9.798830032,0.874899415,0.025278626,0.962539222,0.211581166,0.181786415,397.741394,0.5,113.4458906,2.800717601,2.225274459,24.13705635,2,4.644859791,1,9.289719582,24.94346237,24.13705635,24.81387901,400.0723572,395.2243958,8.449811935,10.29352283,20.57921219,25.06950378,300.685791,397.741394,497.2138977,77.17926025,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503428955,0.002800718,297.2870564,298.0934624,63.63862162,-0.193728421,3.019720936,39.12606737,28.83254454,24.54025936,3.093561529,0.094737127,0.794446478,2.299115051,0.059297633,21.23550361,0.696174657,25.21212201,394.3260659,0.003952379,632.8955231,347.983713,467.84039310000003,0.887590345,0.198374437,23_light
21,12:18:26,11523.5,0,2.933362937,0.091718934,328.5483881,21,19,183.3020477,816.1975708,235.2592773,754.2622681,225.6260681,0.775419513,0.688093535,0.700865233,-2.614896522,0.87,0.92,9.456456184,0.874728228,0.032026179,1.01856099,0.106612533,0.082113749,198.0516663,0.5,60.70943113,2.683115394,2.224112477,24.12142563,2,4.644859791,1,9.289719582,24.85635757,24.12142563,24.65613365,399.9425659,397.2825012,8.504171371,10.27046204,20.82242775,25.14718246,300.6932678,198.0516663,461.476532,77.19002533,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503466339,0.002683115,297.2714256,298.0063576,31.68826589,-0.299107581,3.016889702,39.08393201,28.81346997,24.4888916,3.084067421,0.090822231,0.792777225,2.291290196,0.056843782,25.3606584,0.826989327,25.15167191,396.8562193,0.001859086,632.8955231,173.2413831,519.0029907,0.925872208,0.097860232,23_light
22,12:23:59,11841,0,-186.8745707,-0.089837037,-2716.027216,22,20,183.3020477,816.1975708,2.341552734,45.7955513,12.02770996,0.775419513,0.948869428,0.737360734,-2.614896522,0.87,0.92,0,0.87,-12.9451692,0.777093995,0.946607265,16.82263883,16.36075401,0.5,5.247743254,-3.066973814,2.549220751,24.3478241,2,4.644859791,1,9.289719582,22.58114433,24.3478241,21.87584305,399.9397888,525.3185425,8.620078087,6.593410015,24.20241928,18.51218605,300.6661072,16.36075401,485.2451782,77.18382263,0.25,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503330536,-0.003066974,297.4978241,295.7311443,2.617720584,0.450810687,3.05812534,39.62132525,33.02791523,23.46448421,2.899975129,-0.090714297,0.508904589,2.391070539,-0.056616961,-209.6333629,-5.170248138,13.83603982,552.4755162,-0.046800336,632.8955231,14.23385599,43.45399857,-0.245572698,1.217265712,23_light
23,12:40:42,12859.5,0,-2.113713737,0.059454309,438.9202648,23,20,175.8538818,668.1755371,0,0,0,0.736814846,NA,NA,-2.38432604,0.87,0.92,0,0.87,0.132734401,NA,1,NA,16.36075401,0.5,NA,1.705888577,2.173699274,23.81722069,2,4.644859791,1,9.289719582,24.48251724,23.81722069,24.40008354,400.1624146,401.1132507,9.097576141,10.22068787,22.76754379,25.57823753,300.6741333,2.34339118,456.5145874,77.15225983,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503370667,0.001705889,296.9672207,297.6325172,0.37494258,-0.257246649,2.96224844,38.394837,28.17414913,24.14986897,3.022043452,0.05907622,0.788549166,2.233494286,0.036956421,33.86369031,1.094255211,25.2700833,401.4204197,-0.001330618,492.3216553,2.038750327,0,0,1.357193067,23_light_redo/actual
24,12:48:17,13314.5,0,5.36673159,0.062909397,243.9224346,24,21,175.8538818,668.1755371,197.519043,550.0513916,225.7103882,0.736814846,0.640908021,0.589655818,-2.38432604,0.87,0.92,9.800261497,0.874900131,0.017675106,0.920031891,0.250977405,0.214751107,501.2339172,0.5,129.2907709,1.791004373,2.156133238,23.92339706,2,4.644859791,1,9.289719582,24.14715004,23.92339706,23.80011749,399.9053955,395.8641968,9.519066811,10.69758892,24.29845238,27.30675888,300.6893005,501.2339172,588.4918823,77.12835693,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503446503,0.001791004,297.0733971,297.29715,80.19742497,0.014309168,2.981220694,38.65271883,27.95512991,24.03527355,3.001326354,0.062486244,0.825087457,2.176238897,0.039091701,18.8133366,0.616177054,26.34519605,395.084293,0.003578669,492.3216553,438.5296197,352.5323486,0.866764195,0.239932866,23_light_redo/actual
25,12:53:50,13647.5,0,6.337800175,0.067332287,229.4980936,25,22,175.8538818,668.1755371,186.3144531,485.7394409,215.7077484,0.736814846,0.616431285,0.555918811,-2.38432604,0.87,0.92,9.933041573,0.874966521,0.014282786,0.901834194,0.378607242,0.375584276,697.9398804,0.5,169.74259,1.908478236,2.148042556,24.00500107,2,4.644859791,1,9.289719582,24.14837646,24.00500107,23.79771233,400.0089111,395.2915344,9.732383728,10.98785877,24.85158157,28.05743027,300.6842957,697.9398804,459.1234741,77.16078186,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503421478,0.001908478,297.1550011,297.2983765,111.6703784,0.111297304,2.99587433,38.82638638,27.83852761,24.07668877,3.008799217,0.066847772,0.847831774,2.160967443,0.041823119,17.70825234,0.580579328,26.99764455,394.3705131,0.004338704,492.3216553,610.6740288,299.4249878,0.871391662,0.37056281,23_light_redo/actual
26,12:56:29,13806.5,0,7.649324708,0.071434597,208.007408,26,23,175.8538818,668.1755371,168.2912598,348.7530212,205.2472076,0.736814846,0.517448597,0.411482639,-2.38432604,0.87,0.92,9.831116676,0.874915558,0.010422608,0.795214523,0.638992924,0.915898921,1100.313477,0.5,198.0633374,2.033354587,2.157994474,24.13605309,2,4.644859791,1,9.289719582,23.75958443,24.13605309,23.08687782,399.8917236,394.2710876,9.826210022,11.16346455,25.68912888,29.18517685,300.7139282,1100.313477,459.1483459,77.17538452,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503569641,0.002033355,297.2860531,296.90958440000003,176.0501523,0.313770665,3.019539143,39.12567668,27.96221214,23.94781876,2.985599513,0.070889483,0.861544669,2.124054844,0.044354582,16.05305169,0.527574591,27.24838208,393.159473,0.005301455,492.3216553,962.6813797,180.4617615,0.829997269,0.648808584,23_light_redo/actual
27,12:59:11,13968.5,0,8.534897113,0.076794294,201.2589656,27,24,175.8538818,668.1755371,161.9836426,300.6818848,204.0000458,0.736814846,0.46127901,0.321541948,-2.38432604,0.87,0.92,9.816065788,0.874908033,0.008324923,0.697066073,0.725996715,1.222200841,1499.16394,0.5,210.872125,2.163955767,2.13755311,24.0947094,2,4.644859791,1,9.289719582,23.2498951,24.0947094,22.54345703,400.0955811,393.8516846,9.907838821,11.33088875,26.71205902,30.54867744,300.6832275,1499.16394,449.3626709,77.17865753,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503416138,0.002163956,297.2447094,296.3998951,239.8662251,0.51547423,3.012055892,39.02705733,27.69616858,23.67230225,2.936523942,0.076164672,0.874502782,2.062021159,0.04765909,15.53289678,0.511001916,27.79726926,392.6113768,0.006042791,492.3216553,1311.630574,138.6982422,0.774520434,0.74645031,23_light_redo/actual
28,13:01:54,14131.5,0,8.946869804,0.082171453,204.4986677,28,25,175.8538818,668.1755371,160.7636719,278.2767639,204.63237,0.736814846,0.422288553,0.264644424,-2.38432604,0.87,0.92,9.951711655,0.874975856,0.007196717,0.626690972,0.76840689,1.401118684,1799.472778,0.5,208.3406922,2.307260827,2.131142609,24.13036537,2,4.644859791,1,9.289719582,23.20263481,24.13036537,22.54815865,400.1170654,393.5628662,9.979530334,11.49637604,26.98505783,31.08666801,300.7208557,1799.472778,449.494812,77.1865921,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503604279,0.002307261,297.2803654,296.3526348,287.9156381,0.671333358,3.018508697,39.10664553,27.6102695,23.66650009,2.93549808,0.081450985,0.887366088,2.048131992,0.050971109,15.78455525,0.519608645,28.19988133,392.2626898,0.006431931,492.3216553,1574.495234,117.513092,0.719022863,0.791959421,23_light_redo/actual
29,13:04:33,14290.5,0,8.472693092,0.083125953,215.8016328,29,26,175.8538818,668.1755371,164.7924805,321.9248352,204.734024,0.736814846,0.488102618,0.364031595,-2.38432604,0.87,0.92,9.888362885,0.874944181,0.00955526,0.745809552,0.687847351,1.075563809,1298.636963,0.5,206.8126931,2.278503195,2.080974833,23.87391281,2,4.644859791,1,9.289719582,23.3225708,23.87391281,22.74583054,399.8291626,393.598114,10.05199623,11.54977894,26.98184395,31.00223351,300.736145,1298.636963,450.5551453,77.17814636,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503680725,0.002278503,297.0239128,296.4725708,207.7819094,0.386279261,2.972365362,38.5130442,26.96326526,23.59824181,2.923453051,0.082388725,0.891390529,2.032062522,0.051558685,16.65517,0.548279133,28.82865763,392.3668459,0.006225204,492.3216553,1136.234854,157.1323547,0.802286892,0.703301791,23_light_redo/actual
30,13:07:07,14444.5,0,8.476128622,0.086092567,220.8571818,30,27,175.8538818,668.1755371,171.534668,365.7976685,209.5372162,0.736814846,0.531066809,0.427177278,-2.38432604,0.87,0.92,9.775107384,0.874887554,0.01242412,0.804375779,0.608846125,0.826626014,999.1487427,0.5,186.7069707,2.443211517,2.156141597,23.86035347,2,4.644859791,1,9.289719582,24.11804199,23.86035347,24.00521469,399.9734802,393.6960449,8.937506676,10.54540539,22.86652946,26.98032379,300.6964111,999.1487427,459.5948181,77.1711731,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.503482056,0.002443212,297.0103535,297.268042,159.8637953,0.210280882,2.969942902,38.48513354,27.93972815,23.98919773,2.993031617,0.08530203,0.813801305,2.179230312,0.053384234,17.04380781,0.560983999,26.26012282,392.4642775,0.005671451,492.3216553,874.1427993,194.2630005,0.822666827,0.614187626,23_light_redo/actual
