"TOA5","Sanddune-Pen-1","CR1000","60956","CR1000.Std.28.02","CPU:FIELD_READY_PEN_1.CR1","36561","PAR"
"TIMESTAMP","RECORD","PAR_Den_Avg","PAR_Den_Max","PAR_Den_Min","PAR_Tot_Tot"
"TS","RN","umol/s/m^2","umol/s/m^2","umol/s/m^2","mmol/m^2"
"","","Avg","Max","Min","Tot"
"1990-07-28 16:45:00",0,617.8,1018,224.4,37.07066
"2021-05-25 08:30:00",1,1128,1170,1086,191.7241
"2021-05-25 08:45:00",2,1229,1284,1174,276.6088
"2021-05-25 09:00:00",3,1344,1400,1287,302.3351
"2021-05-25 09:15:00",4,1456,1509,1403,327.6489
"2021-05-25 09:30:00",5,1563,1615,1511,351.7354
"2021-05-25 09:45:00",6,1664,1710,1618,374.3874
"2021-05-25 10:00:00",7,1760,1807,1713,395.8987
"2021-05-25 10:15:00",8,1862,1947,1807,418.9596
"2021-05-25 10:30:00",9,1782,2202,417.6,401.0196
"2021-05-25 10:45:00",10,1693,2332,342.6,380.8932
"2021-05-25 11:00:00",11,2029,2484,420.8,456.5071
"2021-05-25 11:15:00",12,1972,2463,436.5,443.6423
"2021-05-25 11:30:00",13,2249,2476,545.4,506.0611
"2021-05-25 11:45:00",14,2355,2450,2254,529.8142
"2021-05-25 12:00:00",15,2371,2437,2339,533.3641
"2021-05-25 12:15:00",16,2484,2671,2347,558.8096
"2021-05-25 12:30:00",17,2397,2463,2379,539.3748
"2021-05-25 12:45:00",18,2394,2405,2387,538.5442
"2021-05-25 13:00:00",19,2240,2544,424.6,503.9384
"2021-05-25 13:15:00",20,2435,2680,1317,547.8257
"2021-05-25 13:30:00",21,2474,2642,1622,556.6686
"2021-05-25 13:45:00",22,2495,2557,2452,561.2952
"2021-05-25 14:00:00",23,2428,2536,2392,546.3332
"2021-05-25 14:15:00",24,2382,2392,2374,535.8564
"2021-05-25 14:30:00",25,2391,2426,2366,537.8907
"2021-05-25 14:45:00",26,1962,2590,518.4,441.4113
"2021-05-25 15:00:00",27,1169,2703,523.1,263.1135
"2021-05-25 15:15:00",28,1607,2784,632.8,361.5647
"2021-05-25 15:30:00",29,2163,2649,621,486.7332
"2021-05-25 15:45:00",30,2019,2511,594.2,454.3163
"2021-05-25 16:00:00",31,1440,2362,437.9,324.048
"2021-05-25 16:15:00",32,1407,2401,439.5,316.6514
"2021-05-25 16:30:00",33,1171,2338,659.6,263.5405
"2021-05-25 16:45:00",34,1354,2211,714,304.7363
"2021-05-25 17:00:00",35,653.6,1998,479,147.0693
"2021-05-25 17:15:00",36,1441,1852,429.3,324.2724
"2021-05-25 17:30:00",37,1164,1641,475.1,261.9382
"2021-05-25 17:45:00",38,1052,1439,497.1,236.6749
"2021-05-25 18:00:00",39,843,1372,565,189.6996
"2021-05-25 18:15:00",40,932,1190,514.5,209.7617
"2021-05-25 18:30:00",41,557.2,1034,404,125.3603
"2021-05-25 18:45:00",42,511.3,665.9,396.9,115.044
"2021-05-25 19:00:00",43,354.8,394.5,328.3,79.83179
"2021-05-25 19:15:00",44,263.9,323.5,216.2,59.38614
"2021-05-25 19:30:00",45,175.4,214.7,150,39.47026
"2021-05-25 19:45:00",46,165.9,200.5,135.8,37.3317
"2021-05-25 20:00:00",47,122.6,143.7,101.1,27.57928
"2021-05-25 20:15:00",48,57.39,99.5,31.58,12.9132
"2021-05-25 20:30:00",49,22.27,31.58,11.84,5.01013
"2021-05-25 20:45:00",50,6.107,11.84,2.369,1.37405
"2021-05-25 21:00:00",51,0.878,2.369,0,0.1974455
"2021-05-25 21:15:00",52,0,0,0,0
"2021-05-25 21:30:00",53,0,0,0,0
"2021-05-25 21:45:00",54,0,0,0,0
"2021-05-25 22:00:00",55,0,0,0,0
"2021-05-25 22:15:00",56,0,0,0,0
"2021-05-25 22:30:00",57,0,0,0,0
"2021-05-25 22:45:00",58,0,0,0,0
"2021-05-25 23:00:00",59,0,0,0,0
"2021-05-25 23:15:00",60,0,0,0,0
"2021-05-25 23:30:00",61,0,0,0,0
"2021-05-25 23:45:00",62,0,0,0,0
"2021-05-26 00:00:00",63,0,0,0,0
"2021-05-26 00:15:00",64,0,0,0,0
"2021-05-26 00:30:00",65,0,0,0,0
"2021-05-26 00:45:00",66,0,0,0,0
"2021-05-26 01:00:00",67,0.018,0.79,0,0.00395075
"2021-05-26 01:15:00",68,0.018,0.79,0,0.003950669
"2021-05-26 01:30:00",69,0,0,0,0
"2021-05-26 01:45:00",70,0,0,0,0
"2021-05-26 02:00:00",71,0,0,0,0
"2021-05-26 02:15:00",72,0,0,0,0
"2021-05-26 02:30:00",73,0,0,0,0
"2021-05-26 02:45:00",74,0.018,0.79,0,0.003951403
"2021-05-26 03:00:00",75,0.018,0.79,0,0.003951346
"2021-05-26 03:15:00",76,0,0,0,0
"2021-05-26 03:30:00",77,0.035,0.79,0,0.007902482
"2021-05-26 03:45:00",78,0.018,0.79,0,0.003951251
"2021-05-26 04:00:00",79,0,0,0,0
"2021-05-26 04:15:00",80,0,0,0,0
"2021-05-26 04:30:00",81,0,0,0,0
"2021-05-26 04:45:00",82,0,0,0,0
"2021-05-26 05:00:00",83,0.018,0.79,0,0.003952118
"2021-05-26 05:15:00",84,0.351,0.79,0,0.0790426
"2021-05-26 05:30:00",85,1.23,2.371,0.79,0.2766506
"2021-05-26 05:45:00",86,8.1,12.65,3.952,1.821934
"2021-05-26 06:00:00",87,26.19,37.94,14.23,5.892715
"2021-05-26 06:15:00",88,56.86,85.4,37.94,12.79426
"2021-05-26 06:30:00",89,99.8,113.8,85.4,22.44731
"2021-05-26 06:45:00",90,189.2,230.8,115.4,42.55894
"2021-05-26 07:00:00",91,299.1,377.9,237.2,67.29659
"2021-05-26 07:15:00",92,469,676.7,377.8,105.5286
"2021-05-26 07:30:00",93,531.1,762.6,313,119.508
"2021-05-26 07:45:00",94,707.5,858,562.6,159.1871
"2021-05-26 08:00:00",95,534.2,630.4,450.2,120.2006
"2021-05-26 08:15:00",96,499.5,597.1,447.1,112.3858
"2021-05-26 08:30:00",97,535.7,589.1,489.6,120.528
"2021-05-26 08:45:00",98,656.5,1003,530.7,147.7144
"2021-05-26 09:00:00",99,1099,1522,660.2,247.3812
"2021-05-26 09:15:00",100,726.3,1301,584.3,163.4218
"2021-05-26 09:30:00",101,1370,1859,812,308.1427
"2021-05-26 09:45:00",102,1428,1689,1003,321.1938
"2021-05-26 10:00:00",103,1258,1798,890,283.0272
"2021-05-26 10:15:00",104,1008,1275,781,226.8419
"2021-05-26 10:30:00",105,975,1606,771.5,219.2662
"2021-05-26 10:45:00",106,1315,1723,999,295.9352
"2021-05-26 11:00:00",107,1733,2582,1132,389.9771
"2021-05-26 11:15:00",108,1618,2205,933,364.1224
"2021-05-26 11:30:00",109,1970,2414,1550,443.238
"2021-05-26 11:45:00",110,2121,2622,1273,477.3036
"2021-05-26 12:00:00",111,2235,2657,1575,502.7865
"2021-05-26 12:15:00",112,2285,2731,1639,514.0566
"2021-05-26 12:30:00",113,2369,2630,1680,533.0479
"2021-05-26 12:45:00",114,2070,2595,1498,465.7349
"2021-05-26 13:00:00",115,2246,2703,620,505.4487
"2021-05-26 13:15:00",116,1892,2848,552.2,425.6628
"2021-05-26 13:30:00",117,2207,3049,684.7,496.6308
"2021-05-26 13:45:00",118,1943,2781,694.2,437.1496
"2021-05-26 14:00:00",119,1086,2952,545.1,244.4195
"2021-05-26 14:15:00",120,1454,2930,621.6,327.2605
"2021-05-26 14:30:00",121,1570,2690,553.8,353.3423
"2021-05-26 14:45:00",122,1804,2753,570.5,405.8101
"2021-05-26 15:00:00",123,2259,2400,1769,508.269
"2021-05-26 15:15:00",124,2165,2276,1163,487.0575
"2021-05-26 15:30:00",125,2198,2282,1998,494.5381
"2021-05-26 15:45:00",126,2050,2516,961,461.2732
"2021-05-26 16:00:00",127,1643,2222,833,369.7403
"2021-05-26 16:15:00",128,1564,2036,578.4,351.821
"2021-05-26 16:30:00",129,538,671.5,435.6,121.048
"2021-05-26 16:45:00",130,1007,2188,438.8,226.5928
"2021-05-26 17:00:00",131,444.6,1911,221,100.0254
"2021-05-26 17:15:00",132,650.5,1980,210,146.3719
"2021-05-26 17:30:00",133,903,1483,419.2,203.2561
"2021-05-26 17:45:00",134,589.9,1484,335.5,132.7297
"2021-05-26 18:00:00",135,780.7,1498,427.1,175.6612
"2021-05-26 18:15:00",136,555.6,1415,339.4,125.0047
"2021-05-26 18:30:00",137,416.4,818,303.9,93.69319
"2021-05-26 18:45:00",138,599.3,969,285.8,134.8449
"2021-05-26 19:00:00",139,229.4,284.2,142.1,51.60568
"2021-05-26 19:15:00",140,202.9,457.1,142.1,45.64826
"2021-05-26 19:30:00",141,356.7,462.6,145.3,80.26299
"2021-05-26 19:45:00",142,327.2,376.6,266.9,73.60909
"2021-05-26 20:00:00",143,209.8,264.5,138.9,47.19418
"2021-05-26 20:15:00",144,73.47,129.5,45.79,16.53085
"2021-05-26 20:30:00",145,39.26,48.15,23.68,8.833483
"2021-05-26 20:45:00",146,11.25,23.68,3.948,2.530358
"2021-05-26 21:00:00",147,1.334,3.948,0.79,0.3000599
"2021-05-26 21:15:00",148,0.544,0.79,0,0.1224155
"2021-05-26 21:30:00",149,0.018,0.79,0,0.003949283
"2021-05-26 21:45:00",150,0,0,0,0
"2021-05-26 22:00:00",151,0,0,0,0
"2021-05-26 22:15:00",152,0,0,0,0
"2021-05-26 22:30:00",153,0,0,0,0
"2021-05-26 22:45:00",154,0,0,0,0
"2021-05-26 23:00:00",155,0,0,0,0
"2021-05-26 23:15:00",156,0,0,0,0
"2021-05-26 23:30:00",157,0,0,0,0
"2021-05-26 23:45:00",158,0,0,0,0
"2021-05-27 00:00:00",159,0,0,0,0
"2021-05-27 00:15:00",160,0,0,0,0
"2021-05-27 00:30:00",161,0,0,0,0
"2021-05-27 00:45:00",162,0,0,0,0
"2021-05-27 01:00:00",163,0,0,0,0
"2021-05-27 01:15:00",164,0,0,0,0
"2021-05-27 01:30:00",165,0,0,0,0
"2021-05-27 01:45:00",166,0,0,0,0
"2021-05-27 02:00:00",167,0,0,0,0
"2021-05-27 02:15:00",168,0,0,0,0
"2021-05-27 02:30:00",169,0,0,0,0
"2021-05-27 02:45:00",170,0,0,0,0
"2021-05-27 03:00:00",171,0,0,0,0
"2021-05-27 03:15:00",172,0,0,0,0
"2021-05-27 03:30:00",173,0,0,0,0
"2021-05-27 03:45:00",174,0,0,0,0
"2021-05-27 04:00:00",175,0,0,0,0
"2021-05-27 04:15:00",176,0,0,0,0
"2021-05-27 04:30:00",177,0,0,0,0
"2021-05-27 04:45:00",178,0,0,0,0
"2021-05-27 05:00:00",179,0,0,0,0
"2021-05-27 05:15:00",180,0.123,0.791,0,0.0276931
"2021-05-27 05:30:00",181,2.673,6.33,0.791,0.6013408
"2021-05-27 05:45:00",182,14.3,23.74,7.121,3.216489
"2021-05-27 06:00:00",183,36.61,49.06,24.53,8.237309
"2021-05-27 06:15:00",184,60.74,72.01,49.06,13.66569
"2021-05-27 06:30:00",185,80.7,88.6,72.8,18.16822
"2021-05-27 06:45:00",186,257.9,345,89.4,58.03392
"2021-05-27 07:00:00",187,401.5,455.8,347.4,90.3383
"2021-05-27 07:15:00",188,517.2,574.3,458.9,116.3728
"2021-05-27 07:30:00",189,636.3,695.9,577.5,143.1574
"2021-05-27 07:45:00",190,757.6,818,698.2,170.4678
"2021-05-27 08:00:00",191,880,940,820,198.0675
"2021-05-27 08:15:00",192,1003,1061,943,225.6987
"2021-05-27 08:30:00",193,1124,1181,1066,252.8075
"2021-05-27 08:45:00",194,1241,1298,1184,279.3071
"2021-05-27 09:00:00",195,1356,1411,1300,305.0291
"2021-05-27 09:15:00",196,1468,1525,1413,330.2571
"2021-05-27 09:30:00",197,1600,1670,1527,360.0685
"2021-05-27 09:45:00",198,1722,1767,1674,387.4154
"2021-05-27 10:00:00",199,1950,2120,1769,438.6476
"2021-05-27 10:15:00",200,1738,2347,694.9,391.1338
"2021-05-27 10:30:00",201,1757,2244,505.6,395.295
"2021-05-27 10:45:00",202,2164,2280,1754,486.8781
"2021-05-27 11:00:00",203,2205,2293,2162,496.0995
"2021-05-27 11:15:00",204,2134,2513,502.5,480.2264
"2021-05-27 11:30:00",205,2464,2537,2388,554.3535
"2021-05-27 11:45:00",206,1688,2606,422,379.8006
"2021-05-27 12:00:00",207,1994,2775,536.4,448.5832
"2021-05-27 12:15:00",208,2233,2625,463.8,502.3999
"2021-05-27 12:30:00",209,2404,2583,1254,540.8583
"2021-05-27 12:45:00",210,2130,2728,473.3,479.1765
"2021-05-27 13:00:00",211,2420,2463,2411,544.5711
"2021-05-27 13:15:00",212,2402,2688,771.5,540.4005
"2021-05-27 13:30:00",213,2382,2784,963,535.8657
"2021-05-27 13:45:00",214,2397,2415,2383,539.4376
"2021-05-27 14:00:00",215,2385,2401,2371,536.6173
"2021-05-27 14:15:00",216,2361,2375,2340,531.2198
"2021-05-27 14:30:00",217,2332,2344,2322,524.7665
"2021-05-27 14:45:00",218,2294,2327,2225,516.19
"2021-05-27 15:00:00",219,2223,2296,2007,500.1719
"2021-05-27 15:15:00",220,2227,2248,2130,500.9647
"2021-05-27 15:30:00",221,2134,2202,2075,480.0526
"2021-05-27 15:45:00",222,2025,2072,1982,455.5901
"2021-05-27 16:00:00",223,1930,1981,1638,434.3522
"2021-05-27 16:15:00",224,1674,1900,1375,376.5933
"2021-05-27 16:30:00",225,1720,1856,1347,387.0554
"2021-05-27 16:45:00",226,1668,1737,1622,375.2175
"2021-05-27 17:00:00",227,1549,1616,1350,348.5962
"2021-05-27 17:15:00",228,1475,1535,1402,331.8452
"2021-05-27 17:30:00",229,1336,1398,1278,300.6035
"2021-05-27 17:45:00",230,1217,1276,1160,273.768
"2021-05-27 18:00:00",231,1089,1158,1030,245.0092
"2021-05-27 18:15:00",232,943,1046,811,212.2178
"2021-05-27 18:30:00",233,738.3,931,541.2,166.121
"2021-05-27 18:45:00",234,526.7,659.5,369.2,118.5082
"2021-05-27 19:00:00",235,450.6,571.1,276.1,101.3798
"2021-05-27 19:15:00",236,491.6,531.7,407,110.6204
"2021-05-27 19:30:00",237,416.8,490.7,355.1,93.77224
"2021-05-27 19:45:00",238,294.1,352.7,238.3,66.16924
"2021-05-27 20:00:00",239,160.4,233.5,82.1,36.09234
"2021-05-27 20:15:00",240,61.38,78.9,45.76,13.81145
"2021-05-27 20:30:00",241,31.21,45.76,17.36,7.022798
"2021-05-27 20:45:00",242,8.94,17.36,3.157,2.012546
"2021-05-27 21:00:00",243,1.246,3.157,0,0.2802607
"2021-05-27 21:15:00",244,0.088,0.79,0,0.01974024
"2021-05-27 21:30:00",245,0,0,0,0
"2021-05-27 21:45:00",246,0,0,0,0
"2021-05-27 22:00:00",247,0,0,0,0
"2021-05-27 22:15:00",248,0,0,0,0
"2021-05-27 22:30:00",249,0,0,0,0
"2021-05-27 22:45:00",250,0,0,0,0
"2021-05-27 23:00:00",251,0,0,0,0
"2021-05-27 23:15:00",252,0,0,0,0
"2021-05-27 23:30:00",253,0,0,0,0
"2021-05-27 23:45:00",254,0,0,0,0
"2021-05-28 00:00:00",255,0,0,0,0
"2021-05-28 00:15:00",256,0,0,0,0
"2021-05-28 00:30:00",257,0,0,0,0
"2021-05-28 00:45:00",258,0,0,0,0
"2021-05-28 01:00:00",259,0,0,0,0
"2021-05-28 01:15:00",260,0,0,0,0
"2021-05-28 01:30:00",261,0,0,0,0
"2021-05-28 01:45:00",262,0,0,0,0
"2021-05-28 02:00:00",263,0,0,0,0
"2021-05-28 02:15:00",264,0,0,0,0
"2021-05-28 02:30:00",265,0,0,0,0
"2021-05-28 02:45:00",266,0,0,0,0
"2021-05-28 03:00:00",267,0,0,0,0
"2021-05-28 03:15:00",268,0,0,0,0
"2021-05-28 03:30:00",269,0,0,0,0
"2021-05-28 03:45:00",270,0,0,0,0
"2021-05-28 04:00:00",271,0,0,0,0
"2021-05-28 04:15:00",272,0,0,0,0
"2021-05-28 04:30:00",273,0,0,0,0
"2021-05-28 04:45:00",274,0,0,0,0
"2021-05-28 05:00:00",275,0,0,0,0
"2021-05-28 05:15:00",276,0.598,0.791,0,0.1344739
"2021-05-28 05:30:00",277,2.847,7.118,0.791,0.6406646
"2021-05-28 05:45:00",278,15.33,26.89,7.118,3.448272
"2021-05-28 06:00:00",279,41.56,55.36,26.89,9.352039
"2021-05-28 06:15:00",280,68.88,80.7,56.94,15.49692
"2021-05-28 06:30:00",281,91.8,102.8,80.7,20.652
"2021-05-28 06:45:00",282,271.4,339.2,102.8,61.06276
"2021-05-28 07:00:00",283,424.6,483.9,344.8,95.52896
"2021-05-28 07:15:00",284,539.5,600.8,485.5,121.3775
"2021-05-28 07:30:00",285,669.7,735,604,150.6828
"2021-05-28 07:45:00",286,790,842,738.1,177.7433
"2021-05-28 08:00:00",287,890,941,834,200.2373
"2021-05-28 08:15:00",288,1020,1083,953,229.4735
"2021-05-28 08:30:00",289,1104,1165,1058,248.5116
"2021-05-28 08:45:00",290,1183,1284,1099,266.1364
"2021-05-28 09:00:00",291,1334,1399,1285,300.1727
"2021-05-28 09:15:00",292,1458,1518,1392,328.0986
"2021-05-28 09:30:00",293,1571,1625,1522,353.4586
"2021-05-28 09:45:00",294,1670,1711,1627,375.8248
"2021-05-28 10:00:00",295,1760,1807,1704,396.0086
"2021-05-28 10:15:00",296,1854,1902,1785,417.258
"2021-05-28 10:30:00",297,1921,1971,1861,432.3376
"2021-05-28 10:45:00",298,2026,2135,1586,455.7963
"2021-05-28 11:00:00",299,2064,2118,1808,464.4362
"2021-05-28 11:15:00",300,2127,2176,2066,478.604
"2021-05-28 11:30:00",301,2219,2267,2160,499.3245
"2021-05-28 11:45:00",302,2252,2306,2134,506.702
"2021-05-28 12:00:00",303,2331,2467,2271,524.4174
"2021-05-28 12:15:00",304,2428,2486,2384,546.3483
"2021-05-28 12:30:00",305,2382,2390,2330,535.9183
"2021-05-28 12:45:00",306,2231,2777,710.6,502.0249
"2021-05-28 13:00:00",307,2253,2682,582.7,506.8903
"2021-05-28 13:15:00",308,2280,2739,528.3,513.1031
"2021-05-28 13:30:00",309,1726,2914,620.6,388.3781
"2021-05-28 13:45:00",310,2014,2958,733.4,453.2158
"2021-05-28 14:00:00",311,1525,2923,954,343.0461
"2021-05-28 14:15:00",312,1607,2713,694,361.5492
"2021-05-28 14:30:00",313,724.2,753.9,696.3,162.956
"2021-05-28 14:45:00",314,704.9,1641,433,158.6108
"2021-05-28 15:00:00",315,674.1,977,440.1,151.683
"2021-05-28 15:15:00",316,1086,1869,799.1,244.2849
"2021-05-28 15:30:00",317,939,1734,602.7,211.2129
"2021-05-28 15:45:00",318,634,1171,435.5,142.6465
"2021-05-28 16:00:00",319,442.7,601.1,370.8,99.60678
"2021-05-28 16:15:00",320,503.6,558.6,403.9,113.3007
"2021-05-28 16:30:00",321,483.7,569.6,403.9,108.8242
"2021-05-28 16:45:00",322,333.5,394.5,288.8,75.04318
"2021-05-28 17:00:00",323,330.9,385.1,290.4,74.45383
"2021-05-28 17:15:00",324,244.3,288,213.9,54.97155
"2021-05-28 17:30:00",325,355.9,427.8,297.5,80.08472
"2021-05-28 17:45:00",326,553.6,869,396.2,124.569
"2021-05-28 18:00:00",327,650.9,972,487,146.4472
"2021-05-28 18:15:00",328,505.6,601.4,449.9,113.7612
"2021-05-28 18:30:00",329,490.2,601.4,432.5,110.2919
"2021-05-28 18:45:00",330,395.4,431.7,345.7,88.96349
"2021-05-28 19:00:00",331,277.3,342.5,242.3,62.39014
"2021-05-28 19:15:00",332,200.4,239.9,167.3,45.08307
"2021-05-28 19:30:00",333,127.6,165.7,88.4,28.71538
"2021-05-28 19:45:00",334,85.3,90,71.05,19.18152
"2021-05-28 20:00:00",335,50.31,69.47,36.32,11.32064
"2021-05-28 20:15:00",336,22.65,36.32,13.42,5.096544
"2021-05-28 20:30:00",337,11.86,13.42,9.48,2.669026
"2021-05-28 20:45:00",338,5.545,8.69,2.369,1.247701
"2021-05-28 21:00:00",339,1.018,2.369,0,0.2290301
"2021-05-28 21:15:00",340,0.035,0.79,0,0.007898052
"2021-05-28 21:30:00",341,0,0,0,0
"2021-05-28 21:45:00",342,0,0,0,0
"2021-05-28 22:00:00",343,0,0,0,0
"2021-05-28 22:15:00",344,0,0,0,0
"2021-05-28 22:30:00",345,0,0,0,0
"2021-05-28 22:45:00",346,0,0,0,0
"2021-05-28 23:00:00",347,0,0,0,0
"2021-05-28 23:15:00",348,0,0,0,0
"2021-05-28 23:30:00",349,0,0,0,0
"2021-05-28 23:45:00",350,0,0,0,0
"2021-05-29 00:00:00",351,0,0,0,0
"2021-05-29 00:15:00",352,0,0,0,0
"2021-05-29 00:30:00",353,0,0,0,0
"2021-05-29 00:45:00",354,0,0,0,0
"2021-05-29 01:00:00",355,0,0,0,0
"2021-05-29 01:15:00",356,0,0,0,0
"2021-05-29 01:30:00",357,0,0,0,0
"2021-05-29 01:45:00",358,0,0,0,0
"2021-05-29 02:00:00",359,0,0,0,0
"2021-05-29 02:15:00",360,0.018,0.79,0,0.00395138
"2021-05-29 02:30:00",361,0.035,0.79,0,0.007902557
"2021-05-29 02:45:00",362,0.105,0.79,0,0.02370756
"2021-05-29 03:00:00",363,0.088,0.79,0,0.01975663
"2021-05-29 03:15:00",364,0,0,0,0
"2021-05-29 03:30:00",365,0,0,0,0
"2021-05-29 03:45:00",366,0,0,0,0
"2021-05-29 04:00:00",367,0,0,0,0
"2021-05-29 04:15:00",368,0,0,0,0
"2021-05-29 04:30:00",369,0,0,0,0
"2021-05-29 04:45:00",370,0,0,0,0
"2021-05-29 05:00:00",371,0.053,0.791,0,0.01185828
"2021-05-29 05:15:00",372,0.597,0.791,0,0.1344041
"2021-05-29 05:30:00",373,2.319,5.535,0.791,0.5218328
"2021-05-29 05:45:00",374,13.58,22.14,5.535,3.055936
"2021-05-29 06:00:00",375,34.79,55.35,22.14,7.827599
"2021-05-29 06:15:00",376,72.53,98,56.93,16.31954
"2021-05-29 06:30:00",377,110,132.8,93.3,24.745
"2021-05-29 06:45:00",378,156,188.2,128.9,35.09922
"2021-05-29 07:00:00",379,214.6,286.2,185,48.28323
"2021-05-29 07:15:00",380,375.8,651.4,289.4,84.5547
"2021-05-29 07:30:00",381,400.1,569.2,317.8,90.01487
"2021-05-29 07:45:00",382,439.5,619.7,362,98.89242
"2021-05-29 08:00:00",383,591.5,1100,411,133.0855
"2021-05-29 08:15:00",384,568.9,820,458.4,128.0107
"2021-05-29 08:30:00",385,586.4,738.1,526.3,131.938
"2021-05-29 08:45:00",386,567.2,690.6,463,127.6281
"2021-05-29 09:00:00",387,688.3,1176,518.3,154.8663
"2021-05-29 09:15:00",388,673.2,900,529.3,151.4801
"2021-05-29 09:30:00",389,896,1284,674.7,201.5637
"2021-05-29 09:45:00",390,964,1248,883,216.9264
"2021-05-29 10:00:00",391,1655,2446,934,372.4152
"2021-05-29 10:15:00",392,1795,2256,984,403.9303
"2021-05-29 10:30:00",393,1950,2033,1886,438.858
"2021-05-29 10:45:00",394,1994,2148,1514,448.7406
"2021-05-29 11:00:00",395,1901,2087,1670,427.6487
"2021-05-29 11:15:00",396,1981,2127,1782,445.757
"2021-05-29 11:30:00",397,1986,2178,1637,446.7709
"2021-05-29 11:45:00",398,2099,2386,1875,472.2485
"2021-05-29 12:00:00",399,2256,2470,1802,507.6172
"2021-05-29 12:15:00",400,2291,2414,2023,515.5159
"2021-05-29 12:30:00",401,2206,2338,1928,496.4493
"2021-05-29 12:45:00",402,2263,2524,1990,509.133
"2021-05-29 13:00:00",403,2411,2541,2225,542.4728
"2021-05-29 13:15:00",404,2525,2609,1933,568.0543
"2021-05-29 13:30:00",405,2531,2670,2342,569.3644
"2021-05-29 13:45:00",406,2474,2657,2012,556.7351
"2021-05-29 14:00:00",407,2326,2613,1706,523.3858
"2021-05-29 14:15:00",408,2008,2470,1394,451.8985
"2021-05-29 14:30:00",409,2001,2499,1432,450.2146
"2021-05-29 14:45:00",410,2035,2494,1535,457.93
"2021-05-29 15:00:00",411,1924,2271,1606,432.815
"2021-05-29 15:15:00",412,1647,2014,1243,370.5104
"2021-05-29 15:30:00",413,1277,1556,999,287.2517
"2021-05-29 15:45:00",414,1016,1313,835,228.6065
"2021-05-29 16:00:00",415,822,853,769.2,184.9903
"2021-05-29 16:15:00",416,714.7,765.2,637.5,160.8101
"2021-05-29 16:30:00",417,593.9,634.4,546.1,133.6368
"2021-05-29 16:45:00",418,521.8,545.3,500.4,117.4038
"2021-05-29 17:00:00",419,502.9,587.3,470.4,113.1615
"2021-05-29 17:15:00",420,419,484.7,397.8,94.27631
"2021-05-29 17:30:00",421,415.5,494.2,391.5,93.49607
"2021-05-29 17:45:00",422,602.9,873,528.9,135.6568
"2021-05-29 18:00:00",423,750,1020,601.6,168.7484
"2021-05-29 18:15:00",424,673.1,1018,470.5,151.4455
"2021-05-29 18:30:00",425,423.8,467.4,356.8,95.35786
"2021-05-29 18:45:00",426,347.9,355.2,335.5,78.27512
"2021-05-29 19:00:00",427,273.1,333.1,206.8,61.43923
"2021-05-29 19:15:00",428,176.2,203.7,150,39.6477
"2021-05-29 19:30:00",429,119.6,148.4,90.8,26.909
"2021-05-29 19:45:00",430,73.53,89.2,61.59,16.54333
"2021-05-29 20:00:00",431,50.03,61.6,37.91,11.25745
"2021-05-29 20:15:00",432,29.56,37.12,23.69,6.65007
"2021-05-29 20:30:00",433,13.94,23.69,7.109,3.135663
"2021-05-29 20:45:00",434,4.3,7.109,2.37,0.967594
"2021-05-29 21:00:00",435,0.878,2.37,0,0.1974942
"2021-05-29 21:15:00",436,0.053,0.79,0,0.01185061
"2021-05-29 21:30:00",437,0,0,0,0
"2021-05-29 21:45:00",438,0,0,0,0
"2021-05-29 22:00:00",439,0,0,0,0
"2021-05-29 22:15:00",440,0,0,0,0
"2021-05-29 22:30:00",441,0,0,0,0
"2021-05-29 22:45:00",442,0,0,0,0
"2021-05-29 23:00:00",443,0,0,0,0
"2021-05-29 23:15:00",444,0,0,0,0
"2021-05-29 23:30:00",445,0,0,0,0
"2021-05-29 23:45:00",446,0,0,0,0
"2021-05-30 00:00:00",447,0,0,0,0
"2021-05-30 00:15:00",448,0,0,0,0
"2021-05-30 00:30:00",449,0,0,0,0
"2021-05-30 00:45:00",450,0,0,0,0
"2021-05-30 01:00:00",451,0,0,0,0
"2021-05-30 01:15:00",452,0.035,0.79,0,0.007904558
"2021-05-30 01:30:00",453,0.053,0.79,0,0.01185726
"2021-05-30 01:45:00",454,0.018,0.79,0,0.003952437
"2021-05-30 02:00:00",455,0.105,0.79,0,0.02371418
"2021-05-30 02:15:00",456,0.053,0.79,0,0.01185705
"2021-05-30 02:30:00",457,0.035,0.79,0,0.007904761
"2021-05-30 02:45:00",458,0.035,0.79,0,0.007904622
"2021-05-30 03:00:00",459,0.228,0.79,0,0.05138006
"2021-05-30 03:15:00",460,0.334,0.79,0,0.0750944
"2021-05-30 03:30:00",461,0.158,0.79,0,0.03557123
"2021-05-30 03:45:00",462,0.193,0.79,0,0.0434764
"2021-05-30 04:00:00",463,0.211,0.79,0,0.04742892
"2021-05-30 04:15:00",464,0.123,0.79,0,0.02766667
"2021-05-30 04:30:00",465,0.123,0.79,0,0.02766624
"2021-05-30 04:45:00",466,0,0,0,0
"2021-05-30 05:00:00",467,0.018,0.79,0,0.003952239
"2021-05-30 05:15:00",468,0.088,0.79,0,0.01976127
"2021-05-30 05:30:00",469,0.738,0.79,0,0.1659938
"2021-05-30 05:45:00",470,1.44,2.372,0.79,0.324101
"2021-05-30 06:00:00",471,4.954,7.115,3.162,1.114673
"2021-05-30 06:15:00",472,7.572,10.28,6.325,1.703693
